"REF_DATE","GEO","DGUID","Criminal Justice System","Key indicators","Sex of accused","Offences","Statistics","Fiscal quarters","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020/2021","Quebec","2016A000224","Youth courts","Total number of cases","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1276963152","5.2.1.1.22.2.3","-19.6","","","","1"
"2021/2022","Quebec","2016A000224","Youth courts","Total number of cases","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1276963152","5.2.1.1.22.2.3","","..","","","1"
"2022/2023","Quebec","2016A000224","Youth courts","Total number of cases","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1276963152","5.2.1.1.22.2.3","","..","","","1"
"2019/2020","Quebec","2016A000224","Youth courts","Total number of cases","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1276963214","5.2.1.1.28.2.3","","..","","","1"
"2020/2021","Quebec","2016A000224","Youth courts","Total number of cases","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1276963214","5.2.1.1.28.2.3","-37.8","","","","1"
"2021/2022","Quebec","2016A000224","Youth courts","Total number of cases","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1276963214","5.2.1.1.28.2.3","","..","","","1"
"2022/2023","Quebec","2016A000224","Youth courts","Total number of cases","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1276963214","5.2.1.1.28.2.3","","..","","","1"
"2019/2020","Quebec","2016A000224","Youth courts","Total number of cases","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1276963270","5.2.1.1.33.2.3","","..","","","1"
"2020/2021","Quebec","2016A000224","Youth courts","Total number of cases","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1276963270","5.2.1.1.33.2.3","4.9","","","","1"
"2021/2022","Quebec","2016A000224","Youth courts","Total number of cases","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1276963270","5.2.1.1.33.2.3","","..","","","1"
"2022/2023","Quebec","2016A000224","Youth courts","Total number of cases","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1276963270","5.2.1.1.33.2.3","","..","","","1"
"2019/2020","Quebec","2016A000224","Youth courts","Total number of cases","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1276963312","5.2.1.1.36.2.3","","..","","","1"
"2020/2021","Quebec","2016A000224","Youth courts","Total number of cases","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1276963312","5.2.1.1.36.2.3","-34.8","","","","1"
"2021/2022","Quebec","2016A000224","Youth courts","Total number of cases","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1276963312","5.2.1.1.36.2.3","","..","","","1"
"2022/2023","Quebec","2016A000224","Youth courts","Total number of cases","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1276963312","5.2.1.1.36.2.3","","..","","","1"
"2019/2020","Ontario","2016A000235","Adult criminal courts","Total number of cases","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1276964472","6.1.1.1.1.2.3","","..","","","1"
"2020/2021","Ontario","2016A000235","Adult criminal courts","Total number of cases","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1276964472","6.1.1.1.1.2.3","-41.5","","","","1"
"2021/2022","Ontario","2016A000235","Adult criminal courts","Total number of cases","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1276964472","6.1.1.1.1.2.3","54.1","","","","1"
"2022/2023","Ontario","2016A000235","Adult criminal courts","Total number of cases","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1276964472","6.1.1.1.1.2.3","0.0","","","","1"
"2019/2020","Ontario","2016A000235","Adult criminal courts","Total number of cases","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1276964562","6.1.1.1.4.2.3","","..","","","1"
"2020/2021","Ontario","2016A000235","Adult criminal courts","Total number of cases","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1276964562","6.1.1.1.4.2.3","-39.6","","","","1"
"2021/2022","Ontario","2016A000235","Adult criminal courts","Total number of cases","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1276964562","6.1.1.1.4.2.3","64.9","","","","1"
"2022/2023","Ontario","2016A000235","Adult criminal courts","Total number of cases","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1276964562","6.1.1.1.4.2.3","0.1","","","","1"
"2019/2020","Ontario","2016A000235","Adult criminal courts","Total number of cases","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1276964859","6.1.1.1.15.2.3","","..","","","1"
"2020/2021","Ontario","2016A000235","Adult criminal courts","Total number of cases","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1276964859","6.1.1.1.15.2.3","-47.4","","","","1"
"2021/2022","Ontario","2016A000235","Adult criminal courts","Total number of cases","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1276964859","6.1.1.1.15.2.3","36.9","","","","1"
"2022/2023","Ontario","2016A000235","Adult criminal courts","Total number of cases","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1276964859","6.1.1.1.15.2.3","-5.0","","","","1"
"2019/2020","Ontario","2016A000235","Adult criminal courts","Total number of cases","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1276965062","6.1.1.1.22.2.3","","..","","","1"
"2020/2021","Ontario","2016A000235","Adult criminal courts","Total number of cases","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1276965062","6.1.1.1.22.2.3","-41.6","","","","1"
"2021/2022","Ontario","2016A000235","Adult criminal courts","Total number of cases","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1276965062","6.1.1.1.22.2.3","44.4","","","","1"
"2022/2023","Ontario","2016A000235","Adult criminal courts","Total number of cases","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1276965062","6.1.1.1.22.2.3","5.5","","","","1"
"2019/2020","Ontario","2016A000235","Adult criminal courts","Total number of cases","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1276965224","6.1.1.1.28.2.3","","..","","","1"
"2020/2021","Ontario","2016A000235","Adult criminal courts","Total number of cases","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1276965224","6.1.1.1.28.2.3","-76.2","","","","1"
"2021/2022","Ontario","2016A000235","Adult criminal courts","Total number of cases","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1276965224","6.1.1.1.28.2.3","60.5","","","","1"
"2022/2023","Ontario","2016A000235","Adult criminal courts","Total number of cases","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1276965224","6.1.1.1.28.2.3","-3.5","","","","1"
"2019/2020","Ontario","2016A000235","Adult criminal courts","Total number of cases","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1276965339","6.1.1.1.33.2.3","","..","","","1"
"2020/2021","Ontario","2016A000235","Adult criminal courts","Total number of cases","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1276965339","6.1.1.1.33.2.3","29.9","","","","1"
"2021/2022","Ontario","2016A000235","Adult criminal courts","Total number of cases","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1276965339","6.1.1.1.33.2.3","85.1","","","","1"
"2022/2023","Ontario","2016A000235","Adult criminal courts","Total number of cases","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1276965339","6.1.1.1.33.2.3","13.2","","","","1"
"2019/2020","Ontario","2016A000235","Adult criminal courts","Total number of cases","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1276965428","6.1.1.1.36.2.3","","..","","","1"
"2020/2021","Ontario","2016A000235","Adult criminal courts","Total number of cases","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1276965428","6.1.1.1.36.2.3","-11.1","","","","1"
"2021/2022","Ontario","2016A000235","Adult criminal courts","Total number of cases","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1276965428","6.1.1.1.36.2.3","38.8","","","","1"
"2022/2023","Ontario","2016A000235","Adult criminal courts","Total number of cases","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1276965428","6.1.1.1.36.2.3","-18.5","","","","1"
"2019/2020","Ontario","2016A000235","Youth courts","Total number of cases","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1276967931","6.2.1.1.1.2.3","","..","","","1"
"2020/2021","Ontario","2016A000235","Youth courts","Total number of cases","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1276967931","6.2.1.1.1.2.3","-48.2","","","","1"
"2021/2022","Ontario","2016A000235","Youth courts","Total number of cases","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1276967931","6.2.1.1.1.2.3","24.1","","","","1"
"2022/2023","Ontario","2016A000235","Youth courts","Total number of cases","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1276967931","6.2.1.1.1.2.3","2.9","","","","1"
"2019/2020","Ontario","2016A000235","Youth courts","Total number of cases","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1276968017","6.2.1.1.4.2.3","","..","","","1"
"2020/2021","Ontario","2016A000235","Youth courts","Total number of cases","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1276968017","6.2.1.1.4.2.3","-45.2","","","","1"
"2021/2022","Ontario","2016A000235","Youth courts","Total number of cases","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1276968017","6.2.1.1.4.2.3","27.1","","","","1"
"2022/2023","Ontario","2016A000235","Youth courts","Total number of cases","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1276968017","6.2.1.1.4.2.3","9.0","","","","1"
"2019/2020","Ontario","2016A000235","Youth courts","Total number of cases","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1276968237","6.2.1.1.15.2.3","","..","","","1"
"2020/2021","Ontario","2016A000235","Youth courts","Total number of cases","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1276968237","6.2.1.1.15.2.3","-54.0","","","","1"
"2021/2022","Ontario","2016A000235","Youth courts","Total number of cases","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1276968237","6.2.1.1.15.2.3","14.5","","","","1"
"2022/2023","Ontario","2016A000235","Youth courts","Total number of cases","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1276968237","6.2.1.1.15.2.3","-7.3","","","","1"
"2019/2020","Ontario","2016A000235","Youth courts","Total number of cases","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1276968380","6.2.1.1.22.2.3","","..","","","1"
"2020/2021","Ontario","2016A000235","Youth courts","Total number of cases","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1276968380","6.2.1.1.22.2.3","-53.1","","","","1"
"2021/2022","Ontario","2016A000235","Youth courts","Total number of cases","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1276968380","6.2.1.1.22.2.3","25.4","","","","1"
"2022/2023","Ontario","2016A000235","Youth courts","Total number of cases","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1276968380","6.2.1.1.22.2.3","2.1","","","","1"
"2019/2020","Ontario","2016A000235","Youth courts","Total number of cases","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1276968490","6.2.1.1.28.2.3","","..","","","1"
"2020/2021","Ontario","2016A000235","Youth courts","Total number of cases","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1276968490","6.2.1.1.28.2.3","-52.6","","","","1"
"2021/2022","Ontario","2016A000235","Youth courts","Total number of cases","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1276968490","6.2.1.1.28.2.3","23.4","","","","1"
"2022/2023","Ontario","2016A000235","Youth courts","Total number of cases","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1276968490","6.2.1.1.28.2.3","12.4","","","","1"
"2019/2020","Ontario","2016A000235","Youth courts","Total number of cases","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1276968565","6.2.1.1.33.2.3","","..","","","1"
"2020/2021","Ontario","2016A000235","Youth courts","Total number of cases","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1276968565","6.2.1.1.33.2.3","32.6","","","","1"
"2021/2022","Ontario","2016A000235","Youth courts","Total number of cases","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1276968565","6.2.1.1.33.2.3","100.0","","","","1"
"2022/2023","Ontario","2016A000235","Youth courts","Total number of cases","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1276968565","6.2.1.1.33.2.3","-17.2","","","","1"
"2019/2020","Ontario","2016A000235","Youth courts","Total number of cases","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1276968611","6.2.1.1.36.2.3","","..","","","1"
"2020/2021","Ontario","2016A000235","Youth courts","Total number of cases","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1276968611","6.2.1.1.36.2.3","-42.1","","","","1"
"2021/2022","Ontario","2016A000235","Youth courts","Total number of cases","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1276968611","6.2.1.1.36.2.3","10.9","","","","1"
"2022/2023","Ontario","2016A000235","Youth courts","Total number of cases","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1276968611","6.2.1.1.36.2.3","-17.2","","","","1"
"2019/2020","Manitoba","2016A000246","Adult criminal courts","Total number of cases","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1284168971","7.1.1.1.1.2.3","","..","","","1"
"2020/2021","Manitoba","2016A000246","Adult criminal courts","Total number of cases","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1284168971","7.1.1.1.1.2.3","","..","","","1"
"2021/2022","Manitoba","2016A000246","Adult criminal courts","Total number of cases","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1284168971","7.1.1.1.1.2.3","","..","","","1"
"2022/2023","Manitoba","2016A000246","Adult criminal courts","Total number of cases","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1284168971","7.1.1.1.1.2.3","","..","","","1"
"2019/2020","Manitoba","2016A000246","Adult criminal courts","Total number of cases","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1284169061","7.1.1.1.4.2.3","","..","","","1"
"2020/2021","Manitoba","2016A000246","Adult criminal courts","Total number of cases","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1284169061","7.1.1.1.4.2.3","","..","","","1"
"2021/2022","Manitoba","2016A000246","Adult criminal courts","Total number of cases","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1284169061","7.1.1.1.4.2.3","","..","","","1"
"2022/2023","Manitoba","2016A000246","Adult criminal courts","Total number of cases","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1284169061","7.1.1.1.4.2.3","","..","","","1"
"2019/2020","Manitoba","2016A000246","Adult criminal courts","Total number of cases","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1284169391","7.1.1.1.15.2.3","","..","","","1"
"2020/2021","Manitoba","2016A000246","Adult criminal courts","Total number of cases","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1284169391","7.1.1.1.15.2.3","","..","","","1"
"2021/2022","Manitoba","2016A000246","Adult criminal courts","Total number of cases","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1284169391","7.1.1.1.15.2.3","","..","","","1"
"2022/2023","Manitoba","2016A000246","Adult criminal courts","Total number of cases","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1284169391","7.1.1.1.15.2.3","","..","","","1"
"2019/2020","Manitoba","2016A000246","Adult criminal courts","Total number of cases","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1284169601","7.1.1.1.22.2.3","","..","","","1"
"2020/2021","Manitoba","2016A000246","Adult criminal courts","Total number of cases","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1284169601","7.1.1.1.22.2.3","","..","","","1"
"2021/2022","Manitoba","2016A000246","Adult criminal courts","Total number of cases","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1284169601","7.1.1.1.22.2.3","","..","","","1"
"2022/2023","Manitoba","2016A000246","Adult criminal courts","Total number of cases","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1284169601","7.1.1.1.22.2.3","","..","","","1"
"2019/2020","Manitoba","2016A000246","Adult criminal courts","Total number of cases","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1284169781","7.1.1.1.28.2.3","","..","","","1"
"2020/2021","Manitoba","2016A000246","Adult criminal courts","Total number of cases","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1284169781","7.1.1.1.28.2.3","","..","","","1"
"2021/2022","Manitoba","2016A000246","Adult criminal courts","Total number of cases","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1284169781","7.1.1.1.28.2.3","","..","","","1"
"2022/2023","Manitoba","2016A000246","Adult criminal courts","Total number of cases","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1284169781","7.1.1.1.28.2.3","","..","","","1"
"2019/2020","Manitoba","2016A000246","Adult criminal courts","Total number of cases","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1284169931","7.1.1.1.33.2.3","","..","","","1"
"2020/2021","Manitoba","2016A000246","Adult criminal courts","Total number of cases","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1284169931","7.1.1.1.33.2.3","","..","","","1"
"2021/2022","Manitoba","2016A000246","Adult criminal courts","Total number of cases","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1284169931","7.1.1.1.33.2.3","","..","","","1"
"2022/2023","Manitoba","2016A000246","Adult criminal courts","Total number of cases","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1284169931","7.1.1.1.33.2.3","","..","","","1"
"2019/2020","Manitoba","2016A000246","Adult criminal courts","Total number of cases","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1284170021","7.1.1.1.36.2.3","","..","","","1"
"2020/2021","Manitoba","2016A000246","Adult criminal courts","Total number of cases","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1284170021","7.1.1.1.36.2.3","","..","","","1"
"2021/2022","Manitoba","2016A000246","Adult criminal courts","Total number of cases","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1284170021","7.1.1.1.36.2.3","","..","","","1"
"2022/2023","Manitoba","2016A000246","Adult criminal courts","Total number of cases","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1284170021","7.1.1.1.36.2.3","","..","","","1"
"2019/2020","Manitoba","2016A000246","Youth courts","Total number of cases","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1284174971","7.2.1.1.1.2.3","","..","","","1"
"2020/2021","Manitoba","2016A000246","Youth courts","Total number of cases","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1284174971","7.2.1.1.1.2.3","","..","","","1"
"2021/2022","Manitoba","2016A000246","Youth courts","Total number of cases","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1284174971","7.2.1.1.1.2.3","","..","","","1"
"2022/2023","Manitoba","2016A000246","Youth courts","Total number of cases","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1284174971","7.2.1.1.1.2.3","","..","","","1"
"2019/2020","Manitoba","2016A000246","Youth courts","Total number of cases","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1284175061","7.2.1.1.4.2.3","","..","","","1"
"2020/2021","Manitoba","2016A000246","Youth courts","Total number of cases","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1284175061","7.2.1.1.4.2.3","","..","","","1"
"2021/2022","Manitoba","2016A000246","Youth courts","Total number of cases","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1284175061","7.2.1.1.4.2.3","","..","","","1"
"2022/2023","Manitoba","2016A000246","Youth courts","Total number of cases","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1284175061","7.2.1.1.4.2.3","","..","","","1"
"2019/2020","Manitoba","2016A000246","Youth courts","Total number of cases","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1284175391","7.2.1.1.15.2.3","","..","","","1"
"2020/2021","Manitoba","2016A000246","Youth courts","Total number of cases","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1284175391","7.2.1.1.15.2.3","","..","","","1"
"2021/2022","Manitoba","2016A000246","Youth courts","Total number of cases","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1284175391","7.2.1.1.15.2.3","","..","","","1"
"2022/2023","Manitoba","2016A000246","Youth courts","Total number of cases","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1284175391","7.2.1.1.15.2.3","","..","","","1"
"2019/2020","Manitoba","2016A000246","Youth courts","Total number of cases","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1284175601","7.2.1.1.22.2.3","","..","","","1"
"2020/2021","Manitoba","2016A000246","Youth courts","Total number of cases","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1284175601","7.2.1.1.22.2.3","","..","","","1"
"2021/2022","Manitoba","2016A000246","Youth courts","Total number of cases","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1284175601","7.2.1.1.22.2.3","","..","","","1"
"2022/2023","Manitoba","2016A000246","Youth courts","Total number of cases","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1284175601","7.2.1.1.22.2.3","","..","","","1"
"2019/2020","Manitoba","2016A000246","Youth courts","Total number of cases","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1284175781","7.2.1.1.28.2.3","","..","","","1"
"2020/2021","Manitoba","2016A000246","Youth courts","Total number of cases","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1284175781","7.2.1.1.28.2.3","","..","","","1"
"2021/2022","Manitoba","2016A000246","Youth courts","Total number of cases","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1284175781","7.2.1.1.28.2.3","","..","","","1"
"2022/2023","Manitoba","2016A000246","Youth courts","Total number of cases","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1284175781","7.2.1.1.28.2.3","","..","","","1"
"2019/2020","Manitoba","2016A000246","Youth courts","Total number of cases","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1284175931","7.2.1.1.33.2.3","","..","","","1"
"2020/2021","Manitoba","2016A000246","Youth courts","Total number of cases","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1284175931","7.2.1.1.33.2.3","","..","","","1"
"2021/2022","Manitoba","2016A000246","Youth courts","Total number of cases","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1284175931","7.2.1.1.33.2.3","","..","","","1"
"2022/2023","Manitoba","2016A000246","Youth courts","Total number of cases","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1284175931","7.2.1.1.33.2.3","","..","","","1"
"2019/2020","Manitoba","2016A000246","Youth courts","Total number of cases","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1284176021","7.2.1.1.36.2.3","","..","","","1"
"2020/2021","Manitoba","2016A000246","Youth courts","Total number of cases","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1284176021","7.2.1.1.36.2.3","","..","","","1"
"2021/2022","Manitoba","2016A000246","Youth courts","Total number of cases","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1284176021","7.2.1.1.36.2.3","","..","","","1"
"2022/2023","Manitoba","2016A000246","Youth courts","Total number of cases","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1284176021","7.2.1.1.36.2.3","","..","","","1"
"2019/2020","Saskatchewan","2016A000247","Adult criminal courts","Total number of cases","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1276970011","8.1.1.1.1.2.3","","..","","","1"
"2020/2021","Saskatchewan","2016A000247","Adult criminal courts","Total number of cases","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1276970011","8.1.1.1.1.2.3","-9.5","","","","1"
"2021/2022","Saskatchewan","2016A000247","Adult criminal courts","Total number of cases","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1276970011","8.1.1.1.1.2.3","1.6","","","","1"
"2022/2023","Saskatchewan","2016A000247","Adult criminal courts","Total number of cases","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1276970011","8.1.1.1.1.2.3","","..","","","1"
"2019/2020","Saskatchewan","2016A000247","Adult criminal courts","Total number of cases","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1276970101","8.1.1.1.4.2.3","","..","","","1"
"2020/2021","Saskatchewan","2016A000247","Adult criminal courts","Total number of cases","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1276970101","8.1.1.1.4.2.3","-7.6","","","","1"
"2021/2022","Saskatchewan","2016A000247","Adult criminal courts","Total number of cases","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1276970101","8.1.1.1.4.2.3","12.1","","","","1"
"2022/2023","Saskatchewan","2016A000247","Adult criminal courts","Total number of cases","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1276970101","8.1.1.1.4.2.3","","..","","","1"
"2019/2020","Saskatchewan","2016A000247","Adult criminal courts","Total number of cases","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1276970364","8.1.1.1.15.2.3","","..","","","1"
"2020/2021","Saskatchewan","2016A000247","Adult criminal courts","Total number of cases","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1276970364","8.1.1.1.15.2.3","-21.8","","","","1"
"2021/2022","Saskatchewan","2016A000247","Adult criminal courts","Total number of cases","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1276970364","8.1.1.1.15.2.3","-6.5","","","","1"
"2022/2023","Saskatchewan","2016A000247","Adult criminal courts","Total number of cases","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1276970364","8.1.1.1.15.2.3","","..","","","1"
"2019/2020","Saskatchewan","2016A000247","Adult criminal courts","Total number of cases","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1276970561","8.1.1.1.22.2.3","","..","","","1"
