"REF_DATE","GEO","DGUID","Violations","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Yukon [60]","2016A000260","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44394354","40.1.7","1422","","","","0"
"2017","Yukon [60]","2016A000260","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44345860","40.1.8","4052.36","","","","2"
"2018","Yukon [60]","2016A000260","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44345860","40.1.8","3737.54","","","","2"
"2019","Yukon [60]","2016A000260","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44345860","40.1.8","4114.07","","","","2"
"2020","Yukon [60]","2016A000260","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44345860","40.1.8","3936.79","","","","2"
"2021","Yukon [60]","2016A000260","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44345860","40.1.8","3822.27","","","","2"
"2017","Yukon [60]","2016A000260","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44412097","40.1.9","1270","","","","0"
"2018","Yukon [60]","2016A000260","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44412097","40.1.9","1230","","","","0"
"2019","Yukon [60]","2016A000260","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44412097","40.1.9","1409","","","","0"
"2020","Yukon [60]","2016A000260","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44412097","40.1.9","1391","","","","0"
"2021","Yukon [60]","2016A000260","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44412097","40.1.9","1373","","","","0"
"2017","Yukon [60]","2016A000260","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44367804","40.1.10","4002.02","","","","2"
"2018","Yukon [60]","2016A000260","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44367804","40.1.10","3778.57","","","","2"
"2019","Yukon [60]","2016A000260","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44367804","40.1.10","4240.91","","","","2"
"2020","Yukon [60]","2016A000260","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44367804","40.1.10","4104.46","","","","2"
"2021","Yukon [60]","2016A000260","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44367804","40.1.10","3969.70","","","","2"
"2017","Yukon [60]","2016A000260","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44371669","40.1.11","117","","","","0"
"2018","Yukon [60]","2016A000260","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44371669","40.1.11","79","","","","0"
"2019","Yukon [60]","2016A000260","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44371669","40.1.11","61","","","","0"
"2020","Yukon [60]","2016A000260","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44371669","40.1.11","44","","","","0"
"2021","Yukon [60]","2016A000260","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44371669","40.1.11","49","","","","0"
"2017","Yukon [60]","2016A000260","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44327755","40.1.12","4693.14","","","","2"
"2018","Yukon [60]","2016A000260","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44327755","40.1.12","3197.09","","","","2"
"2019","Yukon [60]","2016A000260","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44327755","40.1.12","2433.19","","","","2"
"2020","Yukon [60]","2016A000260","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44327755","40.1.12","1718.08","","","","2"
"2021","Yukon [60]","2016A000260","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44327755","40.1.12","1873.09","","","","2"
"2017","Yukon [60]","2016A000260","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53098476","40.1.13","381","","","","0"
"2018","Yukon [60]","2016A000260","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53098476","40.1.13","360","","","","0"
"2019","Yukon [60]","2016A000260","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53098476","40.1.13","254","","","","0"
"2020","Yukon [60]","2016A000260","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53098476","40.1.13","221","","","","0"
"2021","Yukon [60]","2016A000260","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53098476","40.1.13","216","","","","0"
"2017","Yukon [60]","2016A000260","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53098477","40.1.14","15282.79","","","","2"
"2018","Yukon [60]","2016A000260","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53098477","40.1.14","14569.00","","","","2"
"2019","Yukon [60]","2016A000260","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53098477","40.1.14","10131.63","","","","2"
"2020","Yukon [60]","2016A000260","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53098477","40.1.14","8629.44","","","","2"
"2021","Yukon [60]","2016A000260","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53098477","40.1.14","8256.88","","","","2"
"2017","Northwest Territories [61]","2016A000261","Total, all violations [0]","Actual incidents","Number","223","units","0","v44351658","41.1.1","19993","","","","0"
"2018","Northwest Territories [61]","2016A000261","Total, all violations [0]","Actual incidents","Number","223","units","0","v44351658","41.1.1","20449","","","","0"
"2019","Northwest Territories [61]","2016A000261","Total, all violations [0]","Actual incidents","Number","223","units","0","v44351658","41.1.1","24977","","","","0"
"2020","Northwest Territories [61]","2016A000261","Total, all violations [0]","Actual incidents","Number","223","units","0","v44351658","41.1.1","27318","","","","0"
"2021","Northwest Territories [61]","2016A000261","Total, all violations [0]","Actual incidents","Number","223","units","0","v44351658","41.1.1","26613","","","","0"
"2017","Northwest Territories [61]","2016A000261","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44395914","41.1.2","44536.77","","","","2"
"2018","Northwest Territories [61]","2016A000261","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44395914","41.1.2","45461.42","","","","2"
"2019","Northwest Territories [61]","2016A000261","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44395914","41.1.2","55418.24","","","","2"
"2020","Northwest Territories [61]","2016A000261","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44395914","41.1.2","60208.94","","","","2"
"2021","Northwest Territories [61]","2016A000261","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44395914","41.1.2","58484.97","","","","2"
"2017","Northwest Territories [61]","2016A000261","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44400490","41.1.3","2.81","","","","2"
"2018","Northwest Territories [61]","2016A000261","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44400490","41.1.3","2.08","","","","2"
"2019","Northwest Territories [61]","2016A000261","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44400490","41.1.3","21.90","","","","2"
"2020","Northwest Territories [61]","2016A000261","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44400490","41.1.3","8.64","","","","2"
"2021","Northwest Territories [61]","2016A000261","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44400490","41.1.3","-2.86","","","","2"
"2017","Northwest Territories [61]","2016A000261","Total, all violations [0]","Unfounded incidents","Number","223","units","0","v1000173631","41.1.15","2117","","","","0"
"2018","Northwest Territories [61]","2016A000261","Total, all violations [0]","Unfounded incidents","Number","223","units","0","v1000173631","41.1.15","1838","","","","0"
"2019","Northwest Territories [61]","2016A000261","Total, all violations [0]","Unfounded incidents","Number","223","units","0","v1000173631","41.1.15","1824","","","","0"
"2020","Northwest Territories [61]","2016A000261","Total, all violations [0]","Unfounded incidents","Number","223","units","0","v1000173631","41.1.15","2333","","","","0"
"2021","Northwest Territories [61]","2016A000261","Total, all violations [0]","Unfounded incidents","Number","223","units","0","v1000173631","41.1.15","2214","","","","0"
"2017","Northwest Territories [61]","2016A000261","Total, all violations [0]","Percent unfounded","Percent","239","units","0","v1000173632","41.1.16","9.57","","","","2"
"2018","Northwest Territories [61]","2016A000261","Total, all violations [0]","Percent unfounded","Percent","239","units","0","v1000173632","41.1.16","8.25","","","","2"
"2019","Northwest Territories [61]","2016A000261","Total, all violations [0]","Percent unfounded","Percent","239","units","0","v1000173632","41.1.16","6.81","","","","2"
"2020","Northwest Territories [61]","2016A000261","Total, all violations [0]","Percent unfounded","Percent","239","units","0","v1000173632","41.1.16","7.87","","","","2"
"2021","Northwest Territories [61]","2016A000261","Total, all violations [0]","Percent unfounded","Percent","239","units","0","v1000173632","41.1.16","7.68","","","","2"
"2017","Northwest Territories [61]","2016A000261","Total, all violations [0]","Total cleared","Number","223","units","0","v44391711","41.1.4","13423","","","","0"
"2018","Northwest Territories [61]","2016A000261","Total, all violations [0]","Total cleared","Number","223","units","0","v44391711","41.1.4","13587","","","","0"
"2019","Northwest Territories [61]","2016A000261","Total, all violations [0]","Total cleared","Number","223","units","0","v44391711","41.1.4","13147","","","","0"
"2020","Northwest Territories [61]","2016A000261","Total, all violations [0]","Total cleared","Number","223","units","0","v44391711","41.1.4","13301","","","","0"
"2021","Northwest Territories [61]","2016A000261","Total, all violations [0]","Total cleared","Number","223","units","0","v44391711","41.1.4","10107","","","","0"
"2017","Northwest Territories [61]","2016A000261","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44370140","41.1.5","2961","","","","0"
"2018","Northwest Territories [61]","2016A000261","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44370140","41.1.5","2988","","","","0"
"2019","Northwest Territories [61]","2016A000261","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44370140","41.1.5","3298","","","","0"
"2020","Northwest Territories [61]","2016A000261","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44370140","41.1.5","2680","","","","0"
"2021","Northwest Territories [61]","2016A000261","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44370140","41.1.5","2480","","","","0"
"2017","Northwest Territories [61]","2016A000261","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44371939","41.1.6","10462","","","","0"
"2018","Northwest Territories [61]","2016A000261","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44371939","41.1.6","10599","","","","0"
"2019","Northwest Territories [61]","2016A000261","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44371939","41.1.6","9849","","","","0"
"2020","Northwest Territories [61]","2016A000261","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44371939","41.1.6","10621","","","","0"
"2021","Northwest Territories [61]","2016A000261","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44371939","41.1.6","7627","","","","0"
"2017","Northwest Territories [61]","2016A000261","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44397542","41.1.7","2784","","","","0"
"2018","Northwest Territories [61]","2016A000261","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44397542","41.1.7","2757","","","","0"
"2019","Northwest Territories [61]","2016A000261","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44397542","41.1.7","3024","","","","0"
"2020","Northwest Territories [61]","2016A000261","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44397542","41.1.7","2394","","","","0"
"2021","Northwest Territories [61]","2016A000261","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44397542","41.1.7","2209","","","","0"
"2017","Northwest Territories [61]","2016A000261","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44403202","41.1.8","7436.10","","","","2"
"2018","Northwest Territories [61]","2016A000261","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44403202","41.1.8","7335.57","","","","2"
"2019","Northwest Territories [61]","2016A000261","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44403202","41.1.8","8012.51","","","","2"
"2020","Northwest Territories [61]","2016A000261","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44403202","41.1.8","6278.69","","","","2"
"2021","Northwest Territories [61]","2016A000261","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44403202","41.1.8","5758.00","","","","2"
"2017","Northwest Territories [61]","2016A000261","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44389087","41.1.9","2559","","","","0"
"2018","Northwest Territories [61]","2016A000261","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44389087","41.1.9","2574","","","","0"
"2019","Northwest Territories [61]","2016A000261","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44389087","41.1.9","2879","","","","0"
"2020","Northwest Territories [61]","2016A000261","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44389087","41.1.9","2312","","","","0"
"2021","Northwest Territories [61]","2016A000261","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44389087","41.1.9","2134","","","","0"
"2017","Northwest Territories [61]","2016A000261","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44417924","41.1.10","7510.57","","","","2"
"2018","Northwest Territories [61]","2016A000261","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44417924","41.1.10","7524.56","","","","2"
"2019","Northwest Territories [61]","2016A000261","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44417924","41.1.10","8379.66","","","","2"
"2020","Northwest Territories [61]","2016A000261","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44417924","41.1.10","6673.02","","","","2"
"2021","Northwest Territories [61]","2016A000261","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44417924","41.1.10","6124.26","","","","2"
"2017","Northwest Territories [61]","2016A000261","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44383166","41.1.11","225","","","","0"
"2018","Northwest Territories [61]","2016A000261","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44383166","41.1.11","183","","","","0"
"2019","Northwest Territories [61]","2016A000261","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44383166","41.1.11","145","","","","0"
"2020","Northwest Territories [61]","2016A000261","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44383166","41.1.11","82","","","","0"
"2021","Northwest Territories [61]","2016A000261","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44383166","41.1.11","75","","","","0"
"2017","Northwest Territories [61]","2016A000261","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44418085","41.1.12","6682.51","","","","2"
"2018","Northwest Territories [61]","2016A000261","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44418085","41.1.12","5420.62","","","","2"
"2019","Northwest Territories [61]","2016A000261","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44418085","41.1.12","4284.87","","","","2"
"2020","Northwest Territories [61]","2016A000261","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44418085","41.1.12","2354.97","","","","2"
"2021","Northwest Territories [61]","2016A000261","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44418085","41.1.12","2131.29","","","","2"
"2017","Northwest Territories [61]","2016A000261","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53098535","41.1.13","579","","","","0"
"2018","Northwest Territories [61]","2016A000261","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53098535","41.1.13","578","","","","0"
"2019","Northwest Territories [61]","2016A000261","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53098535","41.1.13","446","","","","0"
"2020","Northwest Territories [61]","2016A000261","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53098535","41.1.13","386","","","","0"
"2021","Northwest Territories [61]","2016A000261","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53098535","41.1.13","231","","","","0"
"2017","Northwest Territories [61]","2016A000261","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53098536","41.1.14","17196.32","","","","2"
"2018","Northwest Territories [61]","2016A000261","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53098536","41.1.14","17120.85","","","","2"
"2019","Northwest Territories [61]","2016A000261","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53098536","41.1.14","13179.67","","","","2"
"2020","Northwest Territories [61]","2016A000261","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53098536","41.1.14","11085.58","","","","2"
"2021","Northwest Territories [61]","2016A000261","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53098536","41.1.14","6564.36","","","","2"
"2017","Nunavut [62]","2016A000262","Total, all violations [0]","Actual incidents","Number","223","units","0","v44417578","42.1.1","13859","","","","0"
"2018","Nunavut [62]","2016A000262","Total, all violations [0]","Actual incidents","Number","223","units","0","v44417578","42.1.1","15293","","","","0"
"2019","Nunavut [62]","2016A000262","Total, all violations [0]","Actual incidents","Number","223","units","0","v44417578","42.1.1","18982","","","","0"
"2020","Nunavut [62]","2016A000262","Total, all violations [0]","Actual incidents","Number","223","units","0","v44417578","42.1.1","21122","","","","0"
"2021","Nunavut [62]","2016A000262","Total, all violations [0]","Actual incidents","Number","223","units","0","v44417578","42.1.1","21898","","","","0"
"2017","Nunavut [62]","2016A000262","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44326897","42.1.2","36912.05","","","","2"
"2018","Nunavut [62]","2016A000262","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44326897","42.1.2","40093.86","","","","2"
"2019","Nunavut [62]","2016A000262","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44326897","42.1.2","49186.36","","","","2"
"2020","Nunavut [62]","2016A000262","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44326897","42.1.2","53944.58","","","","2"
"2021","Nunavut [62]","2016A000262","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44326897","42.1.2","55574.45","","","","2"
"2017","Nunavut [62]","2016A000262","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44400753","42.1.3","2.72","","","","2"
"2018","Nunavut [62]","2016A000262","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44400753","42.1.3","8.62","","","","2"
"2019","Nunavut [62]","2016A000262","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44400753","42.1.3","22.68","","","","2"
"2020","Nunavut [62]","2016A000262","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44400753","42.1.3","9.67","","","","2"
"2021","Nunavut [62]","2016A000262","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44400753","42.1.3","3.02","","","","2"
"2017","Nunavut [62]","2016A000262","Total, all violations [0]","Unfounded incidents","Number","223","units","0","v1000174239","42.1.15","1541","","","","0"
"2018","Nunavut [62]","2016A000262","Total, all violations [0]","Unfounded incidents","Number","223","units","0","v1000174239","42.1.15","1685","","","","0"
"2019","Nunavut [62]","2016A000262","Total, all violations [0]","Unfounded incidents","Number","223","units","0","v1000174239","42.1.15","1993","","","","0"
"2020","Nunavut [62]","2016A000262","Total, all violations [0]","Unfounded incidents","Number","223","units","0","v1000174239","42.1.15","1649","","","","0"
"2021","Nunavut [62]","2016A000262","Total, all violations [0]","Unfounded incidents","Number","223","units","0","v1000174239","42.1.15","1179","","","","0"
"2017","Nunavut [62]","2016A000262","Total, all violations [0]","Percent unfounded","Percent","239","units","0","v1000174240","42.1.16","10.01","","","","2"
"2018","Nunavut [62]","2016A000262","Total, all violations [0]","Percent unfounded","Percent","239","units","0","v1000174240","42.1.16","9.92","","","","2"
"2019","Nunavut [62]","2016A000262","Total, all violations [0]","Percent unfounded","Percent","239","units","0","v1000174240","42.1.16","9.50","","","","2"
"2020","Nunavut [62]","2016A000262","Total, all violations [0]","Percent unfounded","Percent","239","units","0","v1000174240","42.1.16","7.24","","","","2"
"2021","Nunavut [62]","2016A000262","Total, all violations [0]","Percent unfounded","Percent","239","units","0","v1000174240","42.1.16","5.11","","","","2"
"2017","Nunavut [62]","2016A000262","Total, all violations [0]","Total cleared","Number","223","units","0","v44329550","42.1.4","10310","","","","0"
"2018","Nunavut [62]","2016A000262","Total, all violations [0]","Total cleared","Number","223","units","0","v44329550","42.1.4","11426","","","","0"
"2019","Nunavut [62]","2016A000262","Total, all violations [0]","Total cleared","Number","223","units","0","v44329550","42.1.4","11902","","","","0"
"2020","Nunavut [62]","2016A000262","Total, all violations [0]","Total cleared","Number","223","units","0","v44329550","42.1.4","12408","","","","0"
"2021","Nunavut [62]","2016A000262","Total, all violations [0]","Total cleared","Number","223","units","0","v44329550","42.1.4","11424","","","","0"
"2017","Nunavut [62]","2016A000262","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44354090","42.1.5","2472","","","","0"
"2018","Nunavut [62]","2016A000262","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44354090","42.1.5","2659","","","","0"
"2019","Nunavut [62]","2016A000262","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44354090","42.1.5","3175","","","","0"
"2020","Nunavut [62]","2016A000262","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44354090","42.1.5","3084","","","","0"
"2021","Nunavut [62]","2016A000262","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44354090","42.1.5","2892","","","","0"
"2017","Nunavut [62]","2016A000262","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44410487","42.1.6","7838","","","","0"
"2018","Nunavut [62]","2016A000262","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44410487","42.1.6","8767","","","","0"
"2019","Nunavut [62]","2016A000262","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44410487","42.1.6","8727","","","","0"
"2020","Nunavut [62]","2016A000262","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44410487","42.1.6","9324","","","","0"
"2021","Nunavut [62]","2016A000262","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44410487","42.1.6","8532","","","","0"
"2017","Nunavut [62]","2016A000262","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44339688","42.1.7","2214","","","","0"
"2018","Nunavut [62]","2016A000262","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44339688","42.1.7","2424","","","","0"
"2019","Nunavut [62]","2016A000262","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44339688","42.1.7","2774","","","","0"
"2020","Nunavut [62]","2016A000262","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44339688","42.1.7","2691","","","","0"
"2021","Nunavut [62]","2016A000262","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44339688","42.1.7","2544","","","","0"
"2017","Nunavut [62]","2016A000262","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44370271","42.1.8","8027.27","","","","2"
"2018","Nunavut [62]","2016A000262","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44370271","42.1.8","8644.48","","","","2"
"2019","Nunavut [62]","2016A000262","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44370271","42.1.8","9753.87","","","","2"
"2020","Nunavut [62]","2016A000262","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44370271","42.1.8","9260.79","","","","2"
"2021","Nunavut [62]","2016A000262","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44370271","42.1.8","8644.53","","","","2"
"2017","Nunavut [62]","2016A000262","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44342366","42.1.9","2060","","","","0"
"2018","Nunavut [62]","2016A000262","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44342366","42.1.9","2283","","","","0"
"2019","Nunavut [62]","2016A000262","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44342366","42.1.9","2602","","","","0"
"2020","Nunavut [62]","2016A000262","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44342366","42.1.9","2562","","","","0"
"2021","Nunavut [62]","2016A000262","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44342366","42.1.9","2448","","","","0"
"2017","Nunavut [62]","2016A000262","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44383673","42.1.10","8731.03","","","","2"
"2018","Nunavut [62]","2016A000262","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44383673","42.1.10","9508.54","","","","2"
"2019","Nunavut [62]","2016A000262","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44383673","42.1.10","10711.79","","","","2"
"2020","Nunavut [62]","2016A000262","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44383673","42.1.10","10346.50","","","","2"
"2021","Nunavut [62]","2016A000262","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44383673","42.1.10","9796.70","","","","2"
"2017","Nunavut [62]","2016A000262","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44382798","42.1.11","154","","","","0"
"2018","Nunavut [62]","2016A000262","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44382798","42.1.11","141","","","","0"
"2019","Nunavut [62]","2016A000262","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44382798","42.1.11","172","","","","0"
"2020","Nunavut [62]","2016A000262","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44382798","42.1.11","129","","","","0"
"2021","Nunavut [62]","2016A000262","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44382798","42.1.11","96","","","","0"
"2017","Nunavut [62]","2016A000262","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44354308","42.1.12","3862.55","","","","2"
"2018","Nunavut [62]","2016A000262","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44354308","42.1.12","3497.89","","","","2"
"2019","Nunavut [62]","2016A000262","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44354308","42.1.12","4145.58","","","","2"
"2020","Nunavut [62]","2016A000262","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44354308","42.1.12","3002.79","","","","2"
"2021","Nunavut [62]","2016A000262","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44354308","42.1.12","2161.68","","","","2"
"2017","Nunavut [62]","2016A000262","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53094550","42.1.13","619","","","","0"
"2018","Nunavut [62]","2016A000262","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53094550","42.1.13","585","","","","0"
"2019","Nunavut [62]","2016A000262","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53094550","42.1.13","526","","","","0"
"2020","Nunavut [62]","2016A000262","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53094550","42.1.13","400","","","","0"
