"REF_DATE","GEO","DGUID","Violations","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020","New Brunswick [13]","2016A000213","Total, all violations [0]","Percent unfounded","Percent","239","units","0","v1000152960","7.1.16","12.93","","","","2"
"2021","New Brunswick [13]","2016A000213","Total, all violations [0]","Percent unfounded","Percent","239","units","0","v1000152960","7.1.16","11.11","","","","2"
"2017","New Brunswick [13]","2016A000213","Total, all violations [0]","Total cleared","Number","223","units","0","v44333657","7.1.4","17958","","","","0"
"2018","New Brunswick [13]","2016A000213","Total, all violations [0]","Total cleared","Number","223","units","0","v44333657","7.1.4","17746","","","","0"
"2019","New Brunswick [13]","2016A000213","Total, all violations [0]","Total cleared","Number","223","units","0","v44333657","7.1.4","17194","","","","0"
"2020","New Brunswick [13]","2016A000213","Total, all violations [0]","Total cleared","Number","223","units","0","v44333657","7.1.4","15526","","","","0"
"2021","New Brunswick [13]","2016A000213","Total, all violations [0]","Total cleared","Number","223","units","0","v44333657","7.1.4","15297","","","","0"
"2017","New Brunswick [13]","2016A000213","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44387214","7.1.5","12700","","","","0"
"2018","New Brunswick [13]","2016A000213","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44387214","7.1.5","13137","","","","0"
"2019","New Brunswick [13]","2016A000213","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44387214","7.1.5","13292","","","","0"
"2020","New Brunswick [13]","2016A000213","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44387214","7.1.5","11911","","","","0"
"2021","New Brunswick [13]","2016A000213","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44387214","7.1.5","12103","","","","0"
"2017","New Brunswick [13]","2016A000213","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44352322","7.1.6","5258","","","","0"
"2018","New Brunswick [13]","2016A000213","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44352322","7.1.6","4609","","","","0"
"2019","New Brunswick [13]","2016A000213","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44352322","7.1.6","3902","","","","0"
"2020","New Brunswick [13]","2016A000213","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44352322","7.1.6","3615","","","","0"
"2021","New Brunswick [13]","2016A000213","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44352322","7.1.6","3194","","","","0"
"2017","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44415413","7.1.7","12067","","","","0"
"2018","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44415413","7.1.7","12445","","","","0"
"2019","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44415413","7.1.7","12545","","","","0"
"2020","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44415413","7.1.7","11232","","","","0"
"2021","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44415413","7.1.7","11403","","","","0"
"2017","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44337931","7.1.8","1778.60","","","","2"
"2018","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44337931","7.1.8","1824.81","","","","2"
"2019","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44337931","7.1.8","1821.80","","","","2"
"2020","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44337931","7.1.8","1615.87","","","","2"
"2021","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44337931","7.1.8","1624.64","","","","2"
"2017","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44382375","7.1.9","11214","","","","0"
"2018","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44382375","7.1.9","11474","","","","0"
"2019","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44382375","7.1.9","11745","","","","0"
"2020","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44382375","7.1.9","10652","","","","0"
"2021","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44382375","7.1.9","10836","","","","0"
"2017","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44371991","7.1.10","1776.22","","","","2"
"2018","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44371991","7.1.10","1806.71","","","","2"
"2019","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44371991","7.1.10","1831.68","","","","2"
"2020","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44371991","7.1.10","1646.44","","","","2"
"2021","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44371991","7.1.10","1658.43","","","","2"
"2017","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44401490","7.1.11","853","","","","0"
"2018","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44401490","7.1.11","971","","","","0"
"2019","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44401490","7.1.11","800","","","","0"
"2020","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44401490","7.1.11","580","","","","0"
"2021","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44401490","7.1.11","567","","","","0"
"2017","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44381888","7.1.12","1810.50","","","","2"
"2018","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44381888","7.1.12","2069.92","","","","2"
"2019","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44381888","7.1.12","1688.08","","","","2"
"2020","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44381888","7.1.12","1204.97","","","","2"
"2021","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44381888","7.1.12","1169.34","","","","2"
"2017","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53083378","7.1.13","1175","","","","0"
"2018","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53083378","7.1.13","915","","","","0"
"2019","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53083378","7.1.13","858","","","","0"
"2020","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53083378","7.1.13","616","","","","0"
"2021","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53083378","7.1.13","566","","","","0"
"2017","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53083379","7.1.14","2493.95","","","","2"
"2018","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53083379","7.1.14","1950.54","","","","2"
"2019","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53083379","7.1.14","1810.47","","","","2"
"2020","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53083379","7.1.14","1279.76","","","","2"
"2021","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53083379","7.1.14","1167.28","","","","2"
"2017","Quebec [24]","2016A000224","Total, all violations [0]","Actual incidents","Number","223","units","0","v44381932","9.1.1","359450","","","","0"
"2018","Quebec [24]","2016A000224","Total, all violations [0]","Actual incidents","Number","223","units","0","v44381932","9.1.1","349920","","","","0"
"2019","Quebec [24]","2016A000224","Total, all violations [0]","Actual incidents","Number","223","units","0","v44381932","9.1.1","345655","","","","0"
"2020","Quebec [24]","2016A000224","Total, all violations [0]","Actual incidents","Number","223","units","0","v44381932","9.1.1","308445","","","","0"
"2021","Quebec [24]","2016A000224","Total, all violations [0]","Actual incidents","Number","223","units","0","v44381932","9.1.1","322700","","","","0"
"2017","Quebec [24]","2016A000224","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44405480","9.1.2","4329.65","","","","2"
"2018","Quebec [24]","2016A000224","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44405480","9.1.2","4164.85","","","","2"
"2019","Quebec [24]","2016A000224","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44405480","9.1.2","4064.86","","","","2"
"2020","Quebec [24]","2016A000224","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44405480","9.1.2","3595.64","","","","2"
"2021","Quebec [24]","2016A000224","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44405480","9.1.2","3750.37","","","","2"
"2017","Quebec [24]","2016A000224","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44403635","9.1.3","2.28","","","","2"
"2018","Quebec [24]","2016A000224","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44403635","9.1.3","-3.81","","","","2"
"2019","Quebec [24]","2016A000224","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44403635","9.1.3","-2.40","","","","2"
"2020","Quebec [24]","2016A000224","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44403635","9.1.3","-11.54","","","","2"
"2021","Quebec [24]","2016A000224","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44403635","9.1.3","4.30","","","","2"
"2017","Quebec [24]","2016A000224","Total, all violations [0]","Unfounded incidents","Number","223","units","0","v1000154175","9.1.15","11528","","","","0"
"2018","Quebec [24]","2016A000224","Total, all violations [0]","Unfounded incidents","Number","223","units","0","v1000154175","9.1.15","11412","","","","0"
"2019","Quebec [24]","2016A000224","Total, all violations [0]","Unfounded incidents","Number","223","units","0","v1000154175","9.1.15","10903","","","","0"
"2020","Quebec [24]","2016A000224","Total, all violations [0]","Unfounded incidents","Number","223","units","0","v1000154175","9.1.15","8860","","","","0"
"2021","Quebec [24]","2016A000224","Total, all violations [0]","Unfounded incidents","Number","223","units","0","v1000154175","9.1.15","8178","","","","0"
"2017","Quebec [24]","2016A000224","Total, all violations [0]","Percent unfounded","Percent","239","units","0","v1000154176","9.1.16","3.11","","","","2"
"2018","Quebec [24]","2016A000224","Total, all violations [0]","Percent unfounded","Percent","239","units","0","v1000154176","9.1.16","3.16","","","","2"
"2019","Quebec [24]","2016A000224","Total, all violations [0]","Percent unfounded","Percent","239","units","0","v1000154176","9.1.16","3.06","","","","2"
"2020","Quebec [24]","2016A000224","Total, all violations [0]","Percent unfounded","Percent","239","units","0","v1000154176","9.1.16","2.79","","","","2"
"2021","Quebec [24]","2016A000224","Total, all violations [0]","Percent unfounded","Percent","239","units","0","v1000154176","9.1.16","2.47","","","","2"
"2017","Quebec [24]","2016A000224","Total, all violations [0]","Total cleared","Number","223","units","0","v44337402","9.1.4","184975","","","","0"
"2018","Quebec [24]","2016A000224","Total, all violations [0]","Total cleared","Number","223","units","0","v44337402","9.1.4","184168","","","","0"
"2019","Quebec [24]","2016A000224","Total, all violations [0]","Total cleared","Number","223","units","0","v44337402","9.1.4","181633","","","","0"
"2020","Quebec [24]","2016A000224","Total, all violations [0]","Total cleared","Number","223","units","0","v44337402","9.1.4","155857","","","","0"
"2021","Quebec [24]","2016A000224","Total, all violations [0]","Total cleared","Number","223","units","0","v44337402","9.1.4","151529","","","","0"
"2017","Quebec [24]","2016A000224","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44367727","9.1.5","119348","","","","0"
"2018","Quebec [24]","2016A000224","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44367727","9.1.5","120256","","","","0"
"2019","Quebec [24]","2016A000224","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44367727","9.1.5","138334","","","","0"
"2020","Quebec [24]","2016A000224","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44367727","9.1.5","122470","","","","0"
"2021","Quebec [24]","2016A000224","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44367727","9.1.5","121444","","","","0"
"2017","Quebec [24]","2016A000224","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44379314","9.1.6","65627","","","","0"
"2018","Quebec [24]","2016A000224","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44379314","9.1.6","63912","","","","0"
"2019","Quebec [24]","2016A000224","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44379314","9.1.6","43299","","","","0"
"2020","Quebec [24]","2016A000224","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44379314","9.1.6","33387","","","","0"
"2021","Quebec [24]","2016A000224","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44379314","9.1.6","30085","","","","0"
"2017","Quebec [24]","2016A000224","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44376590","9.1.7","109138","","","","0"
"2018","Quebec [24]","2016A000224","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44376590","9.1.7","109247","","","","0"
"2019","Quebec [24]","2016A000224","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44376590","9.1.7","125712","","","","0"
"2020","Quebec [24]","2016A000224","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44376590","9.1.7","110133","","","","0"
"2021","Quebec [24]","2016A000224","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44376590","9.1.7","109554","","","","0"
"2017","Quebec [24]","2016A000224","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44350385","9.1.8","1508.20","","","","2"
"2018","Quebec [24]","2016A000224","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44350385","9.1.8","1492.13","","","","2"
"2019","Quebec [24]","2016A000224","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44350385","9.1.8","1695.00","","","","2"
"2020","Quebec [24]","2016A000224","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44350385","9.1.8","1470.14","","","","2"
"2021","Quebec [24]","2016A000224","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44350385","9.1.8","1454.42","","","","2"
"2017","Quebec [24]","2016A000224","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44408223","9.1.9","102023","","","","0"
"2018","Quebec [24]","2016A000224","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44408223","9.1.9","102305","","","","0"
"2019","Quebec [24]","2016A000224","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44408223","9.1.9","117932","","","","0"
"2020","Quebec [24]","2016A000224","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44408223","9.1.9","104358","","","","0"
"2021","Quebec [24]","2016A000224","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44408223","9.1.9","103245","","","","0"
"2017","Quebec [24]","2016A000224","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44334754","9.1.10","1511.78","","","","2"
"2018","Quebec [24]","2016A000224","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44334754","9.1.10","1498.23","","","","2"
"2019","Quebec [24]","2016A000224","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44334754","9.1.10","1706.02","","","","2"
"2020","Quebec [24]","2016A000224","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44334754","9.1.10","1496.36","","","","2"
"2021","Quebec [24]","2016A000224","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44334754","9.1.10","1474.29","","","","2"
"2017","Quebec [24]","2016A000224","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44371622","9.1.11","7115","","","","0"
"2018","Quebec [24]","2016A000224","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44371622","9.1.11","6942","","","","0"
"2019","Quebec [24]","2016A000224","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44371622","9.1.11","7780","","","","0"
"2020","Quebec [24]","2016A000224","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44371622","9.1.11","5775","","","","0"
"2021","Quebec [24]","2016A000224","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44371622","9.1.11","6309","","","","0"
"2017","Quebec [24]","2016A000224","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44372646","9.1.12","1458.70","","","","2"
"2018","Quebec [24]","2016A000224","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44372646","9.1.12","1407.64","","","","2"
"2019","Quebec [24]","2016A000224","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44372646","9.1.12","1543.86","","","","2"
"2020","Quebec [24]","2016A000224","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44372646","9.1.12","1116.63","","","","2"
"2021","Quebec [24]","2016A000224","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44372646","9.1.12","1191.67","","","","2"
"2017","Quebec [24]","2016A000224","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53085991","9.1.13","13553","","","","0"
"2018","Quebec [24]","2016A000224","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53085991","9.1.13","13275","","","","0"
"2019","Quebec [24]","2016A000224","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53085991","9.1.13","10954","","","","0"
"2020","Quebec [24]","2016A000224","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53085991","9.1.13","7526","","","","0"
"2021","Quebec [24]","2016A000224","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53085991","9.1.13","7982","","","","0"
"2017","Quebec [24]","2016A000224","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53085992","9.1.14","2778.60","","","","2"
"2018","Quebec [24]","2016A000224","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53085992","9.1.14","2691.79","","","","2"
"2019","Quebec [24]","2016A000224","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53085992","9.1.14","2173.71","","","","2"
"2020","Quebec [24]","2016A000224","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53085992","9.1.14","1455.20","","","","2"
"2021","Quebec [24]","2016A000224","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53085992","9.1.14","1507.68","","","","2"
"2017","Ontario [35]","2016A000235","Total, all violations [0]","Actual incidents","Number","223","units","0","v44411815","16.1.1","599314","","","","0"
"2018","Ontario [35]","2016A000235","Total, all violations [0]","Actual incidents","Number","223","units","0","v44411815","16.1.1","645201","","","","0"
"2019","Ontario [35]","2016A000235","Total, all violations [0]","Actual incidents","Number","223","units","0","v44411815","16.1.1","660927","","","","0"
"2020","Ontario [35]","2016A000235","Total, all violations [0]","Actual incidents","Number","223","units","0","v44411815","16.1.1","595546","","","","0"
"2021","Ontario [35]","2016A000235","Total, all violations [0]","Actual incidents","Number","223","units","0","v44411815","16.1.1","618282","","","","0"
"2017","Ontario [35]","2016A000235","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44380596","16.1.2","4259.47","","","","2"
"2018","Ontario [35]","2016A000235","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44380596","16.1.2","4509.15","","","","2"
"2019","Ontario [35]","2016A000235","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44380596","16.1.2","4544.11","","","","2"
"2020","Ontario [35]","2016A000235","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44380596","16.1.2","4038.77","","","","2"
"2021","Ontario [35]","2016A000235","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44380596","16.1.2","4170.18","","","","2"
"2017","Ontario [35]","2016A000235","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44328393","16.1.3","4.12","","","","2"
"2018","Ontario [35]","2016A000235","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44328393","16.1.3","5.86","","","","2"
"2019","Ontario [35]","2016A000235","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44328393","16.1.3","0.78","","","","2"
"2020","Ontario [35]","2016A000235","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44328393","16.1.3","-11.12","","","","2"
"2021","Ontario [35]","2016A000235","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44328393","16.1.3","3.25","","","","2"
"2017","Ontario [35]","2016A000235","Total, all violations [0]","Unfounded incidents","Number","223","units","0","v1000158431","16.1.15","36334","","","","0"
"2018","Ontario [35]","2016A000235","Total, all violations [0]","Unfounded incidents","Number","223","units","0","v1000158431","16.1.15","31302","","","","0"
"2019","Ontario [35]","2016A000235","Total, all violations [0]","Unfounded incidents","Number","223","units","0","v1000158431","16.1.15","27637","","","","0"
"2020","Ontario [35]","2016A000235","Total, all violations [0]","Unfounded incidents","Number","223","units","0","v1000158431","16.1.15","24017","","","","0"
"2021","Ontario [35]","2016A000235","Total, all violations [0]","Unfounded incidents","Number","223","units","0","v1000158431","16.1.15","26279","","","","0"
"2017","Ontario [35]","2016A000235","Total, all violations [0]","Percent unfounded","Percent","239","units","0","v1000158432","16.1.16","5.72","","","","2"
"2018","Ontario [35]","2016A000235","Total, all violations [0]","Percent unfounded","Percent","239","units","0","v1000158432","16.1.16","4.63","","","","2"
"2019","Ontario [35]","2016A000235","Total, all violations [0]","Percent unfounded","Percent","239","units","0","v1000158432","16.1.16","4.01","","","","2"
"2020","Ontario [35]","2016A000235","Total, all violations [0]","Percent unfounded","Percent","239","units","0","v1000158432","16.1.16","3.88","","","","2"
"2021","Ontario [35]","2016A000235","Total, all violations [0]","Percent unfounded","Percent","239","units","0","v1000158432","16.1.16","4.08","","","","2"
"2017","Ontario [35]","2016A000235","Total, all violations [0]","Total cleared","Number","223","units","0","v44403864","16.1.4","276846","","","","0"
"2018","Ontario [35]","2016A000235","Total, all violations [0]","Total cleared","Number","223","units","0","v44403864","16.1.4","282302","","","","0"
"2019","Ontario [35]","2016A000235","Total, all violations [0]","Total cleared","Number","223","units","0","v44403864","16.1.4","280651","","","","0"
"2020","Ontario [35]","2016A000235","Total, all violations [0]","Total cleared","Number","223","units","0","v44403864","16.1.4","245202","","","","0"
"2021","Ontario [35]","2016A000235","Total, all violations [0]","Total cleared","Number","223","units","0","v44403864","16.1.4","246908","","","","0"
"2017","Ontario [35]","2016A000235","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44327282","16.1.5","200876","","","","0"
"2018","Ontario [35]","2016A000235","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44327282","16.1.5","212087","","","","0"
"2019","Ontario [35]","2016A000235","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44327282","16.1.5","217804","","","","0"
"2020","Ontario [35]","2016A000235","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44327282","16.1.5","191565","","","","0"
"2021","Ontario [35]","2016A000235","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44327282","16.1.5","192588","","","","0"
"2017","Ontario [35]","2016A000235","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44409133","16.1.6","75970","","","","0"
"2018","Ontario [35]","2016A000235","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44409133","16.1.6","70215","","","","0"
"2019","Ontario [35]","2016A000235","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44409133","16.1.6","62847","","","","0"
"2020","Ontario [35]","2016A000235","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44409133","16.1.6","53637","","","","0"
"2021","Ontario [35]","2016A000235","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44409133","16.1.6","54320","","","","0"
"2017","Ontario [35]","2016A000235","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44386704","16.1.7","192375","","","","0"
"2018","Ontario [35]","2016A000235","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44386704","16.1.7","201189","","","","0"
"2019","Ontario [35]","2016A000235","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44386704","16.1.7","205148","","","","0"
"2020","Ontario [35]","2016A000235","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44386704","16.1.7","181408","","","","0"
"2021","Ontario [35]","2016A000235","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44386704","16.1.7","182131","","","","0"
"2017","Ontario [35]","2016A000235","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44332073","16.1.8","1566.08","","","","2"
"2018","Ontario [35]","2016A000235","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44332073","16.1.8","1607.88","","","","2"
"2019","Ontario [35]","2016A000235","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44332073","16.1.8","1609.84","","","","2"
"2020","Ontario [35]","2016A000235","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44332073","16.1.8","1401.60","","","","2"
"2021","Ontario [35]","2016A000235","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44332073","16.1.8","1396.92","","","","2"
"2017","Ontario [35]","2016A000235","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44383249","16.1.9","177788","","","","0"
"2018","Ontario [35]","2016A000235","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44383249","16.1.9","188279","","","","0"
"2019","Ontario [35]","2016A000235","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44383249","16.1.9","193407","","","","0"
"2020","Ontario [35]","2016A000235","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44383249","16.1.9","173324","","","","0"
"2021","Ontario [35]","2016A000235","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44383249","16.1.9","174985","","","","0"
"2017","Ontario [35]","2016A000235","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44392061","16.1.10","1568.22","","","","2"
"2018","Ontario [35]","2016A000235","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44392061","16.1.10","1628.10","","","","2"
"2019","Ontario [35]","2016A000235","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44392061","16.1.10","1640.56","","","","2"
